,"UK instantaneous commercial bank liability forward curve, short end",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maturity ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
months:,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
years:,0.08,0.17,0.25,0.33,0.42,0.50,0.58,0.67,0.75,0.83,0.92,1.00,1.08,1.17,1.25,1.33,1.42,1.50,1.58,1.67,1.75,1.83,1.92,2.00,2.08,2.17,2.25,2.33,2.42,2.50,2.58,2.67,2.75,2.83,2.92,3.00,3.08,3.17,3.25,3.33,3.42,3.50,3.58,3.67,3.75,3.83,3.92,4.00,4.08,4.17,4.25,4.33,4.42,4.50,4.58,4.67,4.75,4.83,4.92,5.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29 Feb 12,0.88508667928325700,1.11257756934648000,1.23800266369552000,1.27995573485517000,1.25703449855118000,1.19032850097672000,1.12615103303584000,1.08801373706258000,1.07624828773171000,1.09425994191609000,1.13479387969315000,1.18175654000972000,1.22342391984327000,1.25628955013187000,1.27875929714087000,1.29030567056561000,1.29417351851474000,1.29444128287963000,1.29453233700875000,1.29537581985188000,1.29730731998384000,1.30066242597944000,1.30577672641348000,1.31298580986078000,1.32256805989616000,1.33449374048802000,1.34862983396075000,1.36484324768938000,1.38300088904895000,1.40296966541449000,1.42461648416105000,1.44780825266367000,1.47241187829737000,1.49829426843720000,1.52532233045819000,1.55336297173539000,1.58229533450103000,1.61205820182709000,1.64260850275434000,1.67390317058933000,1.70589913863863000,1.73855334020879000,1.77182270860639000,1.80566417713798000,1.84003467911012000,1.87489114782938000,1.91019051660232000,1.94588971873550000,1.98194596238673000,2.01831766916322000,2.05496359544221000,2.09184249761176000,2.12891313205993000,2.16613425517478000,2.20346462334438000,2.24086299295678000,2.27828812040005000,2.31569876206225000,2.35305367433144000,2.39031161359569000
01 Mar 12,0.88311724686850700,1.11338174374728000,1.24063151455286000,1.27926258528676000,1.25398845952641000,1.18933751296152000,1.12812345503368000,1.09247723632763000,1.08219491488798000,1.10174603971685000,1.14363384791611000,1.19263520531755000,1.23688255094025000,1.27297410842232000,1.29940925918078000,1.31537444331842000,1.32366524910530000,1.32825823518923000,1.33265006184171000,1.33787518555702000,1.34418163932456000,1.35181711098898000,1.36102928839494000,1.37206585938710000,1.38512500922817000,1.40016361498892000,1.41706513484272000,1.43571300970380000,1.45599068048639000,1.47778158810474000,1.50096917347306000,1.52543687750560000,1.55106814111659000,1.57774640522027000,1.60535511073086000,1.63377769856259000,1.66291139244497000,1.69271426619108000,1.72316118109734000,1.75422699900172000,1.78588658174221000,1.81811479115678000,1.85088648908339000,1.88417653736002000,1.91795979782465000,1.95221113231525000,1.98690540266979000,2.02201747072625000,2.05751959902469000,2.09337257438523000,2.12953401767138000,2.16596154964448000,2.20261279106589000,2.23944536269693000,2.27641688529896000,2.31348497963330000,2.35060726646131000,2.38774136654433000,2.42484490064369000,2.46187548952073000
02 Mar 12,0.87591674811528100,1.10067545280241000,1.23042041520041000,1.26882407107117000,1.24015127578360000,1.17335378647602000,1.11319248872277000,1.07958085816437000,1.07118254438161000,1.09181662163125000,1.13429035398594000,1.18285181528968000,1.22541695124984000,1.25867912935037000,1.28155658086826000,1.29372029625352000,1.29841826842734000,1.29996058430798000,1.30206706622981000,1.30571863921467000,1.31110262759624000,1.31840627329022000,1.32781681821230000,1.33952150427819000,1.35365430513997000,1.37011401944770000,1.38873456523742000,1.40934985845237000,1.43179381503579000,1.45590035093093000,1.48150338208102000,1.50843682442931000,1.53653459391904000,1.56563060649343000,1.59555877809575000,1.62615302466923000,1.65727251522352000,1.68887743147026000,1.72095320840573000,1.75348528102618000,1.78645908432787000,1.81986005330705000,1.85367362295998000,1.88788522828292000,1.92248030427212000,1.95744428592384000,1.99276260823433000,2.02842070619986000,2.06440068720121000,2.10066996742875000,2.13719191002193000,2.17392987798953000,2.21084723434035000,2.24790734208316000,2.28507356422675000,2.32230926377990000,2.35957780375139000,2.39684254715001000,2.43406685698453000,2.47121409626375000
05 Mar 12,0.87040560261526500,1.08854190448684000,1.21014119146641000,1.23976284417581000,1.20627209614277000,1.13830320345775000,1.07882713239175000,1.04430996663391000,1.03415813819418000,1.05304249411694000,1.09443352325421000,1.14178818135474000,1.18278854126687000,1.21441540547325000,1.23557748677580000,1.24599147312025000,1.24885418679789000,1.24829923562157000,1.24790682888334000,1.24869002517771000,1.25091804631824000,1.25486003686863000,1.26078514139263000,1.26896250445394000,1.27959434434089000,1.29261517346894000,1.30789257759273000,1.32529414246683000,1.34468745384585000,1.36594009748437000,1.38891965913698000,1.41349372455829000,1.43952987950288000,1.46689570972534000,1.49545880098028000,1.52508673902227000,1.55566091123538000,1.58711791175997000,1.61940813648510000,1.65248198129987000,1.68628984209335000,1.72078211475460000,1.75590919517270000,1.79162147923673000,1.82786936283577000,1.86460324185887000,1.90177351219513000,1.93933056973361000,1.97722498287429000,2.01540824920397000,2.05383217777373000,2.09244857786065000,2.13120925874179000,2.17006602969424000,2.20897069999507000,2.24787507892136000,2.28673097575017000,2.32549019975860000,2.36410456022370000,2.40252586642256000
06 Mar 12,0.86141883132300000,1.09862100963082000,1.22429453487079000,1.25140744731938000,1.21496247945551000,1.14607686778367000,1.08799301876536000,1.05662949066263000,1.05086342444554000,1.07410202808466000,1.11892513564216000,1.16917318901354000,1.21270460581958000,1.24652925683429000,1.26962335055105000,1.28177246803579000,1.28624834374395000,1.28726111786376000,1.28845326531316000,1.29083392999474000,1.29464924315766000,1.30014525680979000,1.30756802295895000,1.31716359361301000,1.32911367283753000,1.34334257218750000,1.35971025490504000,1.37807668423224000,1.39830182341119000,1.42024563568398000,1.44376808429270000,1.46872913247945000,1.49498874348631000,1.52240688055538000,1.55084350692874000,1.58015858584850000,1.61023002788731000,1.64100753325043000,1.67245874962869000,1.70455132471298000,1.73725290619416000,1.77053114176310000,1.80435367911067000,1.83868816592774000,1.87350224990517000,1.90876357873385000,1.94443980010463000,1.98049856170839000,2.01690608195245000,2.05362161195458000,2.09060228300319000,2.12780522588840000,2.16518757140027000,2.20270645032890000,2.24031899346440000,2.27798233159683000,2.31565359551631000,2.35328991601291000,2.39084842387673000,2.42828624989787000
07 Mar 12,0.86500946515051600,1.10653789333945000,1.23333447199010000,1.25899745706566000,1.22234671999189000,1.15655331129667000,1.10156814910507000,1.07154378677599000,1.06575944026180000,1.08764352318400000,1.13038029393193000,1.17834745757506000,1.22004226435662000,1.25254418014856000,1.27474356937892000,1.28630796680678000,1.29025235813620000,1.29049279876337000,1.29053134060797000,1.29152503594228000,1.29380626459713000,1.29770649614070000,1.30355720014116000,1.31168984616667000,1.32235496882851000,1.33547936197800000,1.35090888404338000,1.36848939345290000,1.38806674863480000,1.40948680801732000,1.43259543002869000,1.45723847309717000,1.48326179565098000,1.51051125611839000,1.53883271292761000,1.56807202450690000,1.59809059750659000,1.62882563096291000,1.66023738405483000,1.69228612138229000,1.72493210754525000,1.75813560714368000,1.79185688477754000,1.82605620504678000,1.86069383255135000,1.89573003189123000,1.93112506766637000,1.96683920447673000,2.00283312807005000,2.03906938353251000,2.07551102891014000,2.11212112226557000,2.14886272166140000,2.18569888516026000,2.22259267082476000,2.25950713671751000,2.29640534090113000,2.33325034143824000,2.37000519639146000,2.40663296382340000
08 Mar 12,0.86818917546128900,1.10391203223771000,1.22564881921936000,1.24993823983473000,1.21510220884266000,1.15320599480180000,1.10069156574073000,1.07240260779803000,1.06763571758267000,1.09096313866475000,1.13555828387194000,1.18602351091435000,1.23070206462928000,1.26636538859406000,1.29162884855195000,1.30579136131631000,1.31174256621760000,1.31354704379958000,1.31479664752711000,1.31665778669109000,1.31952218802956000,1.32378123828864000,1.32982632421446000,1.33804883255313000,1.34876624439544000,1.36193577598615000,1.37740503167674000,1.39502159005144000,1.41463302969445000,1.43608692919000000,1.45923086712228000,1.48391242207552000,1.50997917263393000,1.53727869738171000,1.56565857490309000,1.59496638378228000,1.62506705539420000,1.65590213236797000,1.68743429304991000,1.71962621646814000,1.75244058165076000,1.78584006762591000,1.81978735342168000,1.85424511806619000,1.88917604058757000,1.92454280001391000,1.96030807537335000,1.99643454569399000,2.03288431455096000,2.06961694493393000,2.10659129892835000,2.14376623859696000,2.18110062600253000,2.21855332320781000,2.25608319227556000,2.29364909526855000,2.33120989424952000,2.36872445128124000,2.40615162842647000,2.44345028774796000
09 Mar 12,0.86954013693179500,1.10304410222330000,1.22474999081924000,1.24292983543090000,1.20039837091119000,1.13468590637029000,1.08325775431462000,1.05781371500075000,1.05646967073286000,1.08349911776688000,1.13215742431432000,1.18684577855252000,1.23560662440414000,1.27493213264728000,1.30343284722737000,1.32047398168925000,1.32900695550795000,1.33304801487307000,1.33610083280562000,1.33929057581286000,1.34305323363107000,1.34782472442325000,1.35404096635246000,1.36213787758171000,1.37246694106738000,1.38500686527411000,1.39963351679256000,1.41622275889611000,1.43465045485815000,1.45479246795206000,1.47652466145121000,1.49972289862900000,1.52426304275879000,1.55002095711398000,1.57687250496795000,1.60469354959408000,1.63337431418538000,1.66286246186141000,1.69312001578545000,1.72410899912079000,1.75579143503070000,1.78812934667844000,1.82108475722731000,1.85461968984057000,1.88869616768150000,1.92327621391338000,1.95832185169947000,1.99379510420305000,2.02965663138818000,2.06586107478955000,2.10236141555892000,2.13911063479452000,2.17606171359458000,2.21316763305736000,2.25038137428109000,2.28765591836402000,2.32494424640437000,2.36219933950039000,2.39937417875033000,2.43642174525242000
12 Mar 12,0.87187256360945100,1.10702015899182000,1.22809166278064000,1.24103611168344000,1.20000313212093000,1.14012012919851000,1.09335536683552000,1.06889016866246000,1.06665103896200000,1.09248714515735000,1.14086183988976000,1.19584381554194000,1.24506576510271000,1.28486747852428000,1.31339978149625000,1.32976233951754000,1.33714168886944000,1.33982447318501000,1.34154171495479000,1.34344696517607000,1.34594694759481000,1.34944830839666000,1.35435769376723000,1.36108174989217000,1.36994012401572000,1.38090446661442000,1.39385942872228000,1.40868966137334000,1.42527981560161000,1.44351454244113000,1.46327849292592000,1.48445631809001000,1.50693266896743000,1.53059219659219000,1.55531955199834000,1.58099938621990000,1.60753117024728000,1.63487365515240000,1.66300041209166000,1.69188501222143000,1.72150102669809000,1.75182202667802000,1.78282158331758000,1.81447326777316000,1.84675065120114000,1.87962730475787000,1.91307679959975000,1.94707270688315000,1.98158536762232000,2.01656772447433000,2.05196688815316000,2.08772996514057000,2.12380406191833000,2.16013628496819000,2.19667374077193000,2.23336353581130000,2.27015277656808000,2.30698856952402000,2.34381802116089000,2.38058823796045000
13 Mar 12,0.87393721387751800,1.11436955160333000,1.23657869382754000,1.24836325968299000,1.20607547060591000,1.14433492528936000,1.09540917435973000,1.06953197643856000,1.06628121493178000,1.09060412284435000,1.13629799997121000,1.18816587477118000,1.23436335105691000,1.27131662416457000,1.29722673927845000,1.31124817205437000,1.31664204196282000,1.31777489834802000,1.31844188114011000,1.31978742022337000,1.32218789722160000,1.32601961399430000,1.33165887240100000,1.33948197430122000,1.34977525730521000,1.36246520098972000,1.37738832016409000,1.39438112963764000,1.41328014421969000,1.43392187871956000,1.45614284794657000,1.47977956671002000,1.50466854981926000,1.53064631208358000,1.55754936831231000,1.58521423331478000,1.61350183761687000,1.64237077503288000,1.67180405530455000,1.70178468817369000,1.73229568338208000,1.76332005067152000,1.79484079978378000,1.82684094046067000,1.85930348244397000,1.89221143547547000,1.92554780929695000,1.95929561365022000,1.99343504902242000,2.02793262170339000,2.06275067146165000,2.09785153708624000,2.13319755736618000,2.16875107109049000,2.20447441704821000,2.24032993402835000,2.27627996081995000,2.31228683621203000,2.34831289899362000,2.38432048795374000
14 Mar 12,0.87123981024167500,1.12298448495857000,1.24584916259210000,1.25839578411735000,1.22446892776488000,1.17497110305745000,1.13618194351973000,1.11694571706084000,1.11769534460034000,1.14364976792307000,1.18960951018913000,1.24139693186474000,1.28814626549508000,1.32685362146293000,1.35619248621581000,1.37558354480004000,1.38766583807891000,1.39594472667127000,1.40355436801163000,1.41152634481139000,1.42015282157660000,1.42972514665324000,1.44053466838728000,1.45287273512468000,1.46696705313200000,1.48279075962504000,1.50025334937360000,1.51926431714748000,1.53973315771648000,1.56156936585041000,1.58468243631905000,1.60898186389223000,1.63437714333973000,1.66077776943136000,1.68809323693693000,1.71623304062623000,1.74511497357132000,1.77469728029442000,1.80495051283640000,1.83584522613144000,1.86735197511372000,1.89944131471741000,1.93208379987670000,1.96524998552575000,1.99891042659875000,2.03303567802987000,2.06759629475328000,2.10256283170318000,2.13790392296126000,2.17357972217953000,2.20954804340286000,2.24576670060069000,2.28219350774248000,2.31878627879767000,2.35550282773571000,2.39230096852604000,2.42913851513812000,2.46597328154139000,2.50276308170530000,2.53946572959929000
